,客户次类别,每房人数,客户主类别,新教比例,无宗教比例,已婚占比,同居占比,其它关系占比,单身占比,有子女,高等教育,中等教育,低等教育,高管,企业家,农场主,中层管理者,技术工人,非熟练劳工,社会阶层A,社会阶层B1,社会阶层C,社会阶层D,租房子,房主,一辆车,无车,公共社保,私人社保,收入低于30,收入45-75,收入75-122,平均收入,购买力水平,个人第三方保险,农业第三方险,投保车险,投保房车险,投保拖拉机险,投保农机险,投保机动自行车险,投保寿险,投保家庭意外险,投保身残险,投保火险,投保冲浪险,投保船险,投保自行车险,投保社会安全险,第三方私人险数量,第三方农业险数量,投保车险数量,投保拖拉机险数量,投保农机险数量,投保机动自行车险数量,投保寿险数量,投保家庭意外险数量,投保身残险数量,投保火险数量,投保冲浪险数量,投保船险数量,投保自行车险数量,投保财产险数量,投保社会安全险数量,移动房车险数量
684,8,3,2,6,1,7,0,2,1,6,4,3,2,5,1,0,2,1,1,5,2,2,0,2,7,6,1,4,5,1,6,2,6,7,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
400,31,3,7,3,5,4,2,4,3,5,0,4,5,0,0,0,2,2,5,0,2,3,2,9,0,3,6,9,0,7,0,0,2,1,1,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5472,23,2,5,5,5,0,6,3,3,2,0,5,4,2,0,0,4,2,2,2,2,4,2,9,0,5,3,9,0,5,3,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301,8,3,2,4,3,6,1,2,2,4,3,4,3,3,1,0,4,1,2,3,2,2,1,3,6,6,2,6,3,2,4,2,5,7,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
559,2,2,1,5,3,5,1,4,3,4,2,2,6,1,1,1,2,4,2,1,1,5,1,4,5,6,2,7,2,3,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3502,30,2,7,9,0,5,0,4,4,3,0,3,6,0,0,2,0,3,5,2,0,5,3,0,9,3,4,7,2,5,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,1,2,1,5,3,5,1,4,1,1,6,2,1,6,2,0,1,1,1,5,3,1,1,1,8,5,3,5,4,1,3,3,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4555,1,3,1,5,3,9,0,0,1,5,4,5,0,9,0,0,0,0,0,9,0,0,0,0,9,7,0,2,7,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4058,12,3,3,3,5,7,1,2,0,6,2,4,3,3,0,0,3,0,3,3,1,3,0,4,5,7,0,5,4,2,3,0,4,7,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3632,20,3,5,1,6,5,3,2,1,5,1,3,5,1,1,0,2,4,3,1,1,6,1,8,1,5,4,6,3,4,3,1,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,35,4,8,4,3,7,1,2,0,9,0,0,9,0,0,0,0,5,4,0,0,5,4,9,0,6,2,7,2,0,5,0,4,5,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5031,30,3,7,7,2,9,0,0,0,5,0,5,4,2,0,1,2,6,0,2,2,6,0,3,6,7,0,9,0,4,3,0,3,2,2,0,6,0,0,0,0,4,2,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
1206,33,3,8,5,4,7,2,1,0,4,2,3,4,4,0,0,1,4,2,3,0,4,1,3,6,5,1,6,4,1,2,0,6,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4093,3,2,1,7,0,6,1,2,2,2,0,4,5,3,0,0,5,0,2,1,1,4,2,0,9,6,3,6,3,4,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3296,36,2,8,7,0,7,0,2,0,4,0,3,6,0,0,0,2,0,7,0,0,5,1,1,8,5,2,7,2,0,1,1,3,3,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4457,39,2,9,4,4,2,2,5,5,1,1,4,4,2,0,0,2,2,4,2,1,5,1,7,2,6,3,7,2,4,2,1,3,5,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1321,33,4,8,4,5,8,1,1,1,7,2,2,6,3,1,1,2,4,1,3,1,5,1,4,5,5,1,7,2,4,4,0,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5561,33,2,8,9,0,9,0,0,0,4,0,5,4,0,0,0,1,8,1,0,0,8,0,1,8,5,4,9,0,1,0,5,6,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5709,3,2,1,4,4,6,1,3,2,3,3,4,3,3,0,0,4,2,1,3,2,3,2,2,7,6,2,4,5,2,4,2,5,6,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,24,2,5,3,6,4,1,5,3,6,0,0,9,0,0,0,0,4,5,0,0,4,5,9,0,5,3,8,1,5,0,0,2,2,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4080,34,3,8,5,4,6,1,3,2,6,3,3,4,2,0,0,5,1,2,2,2,4,0,1,8,7,0,7,2,1,4,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2513,38,3,9,4,5,7,2,0,0,5,0,0,9,0,0,0,2,4,4,0,0,7,2,5,4,8,1,8,1,2,4,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3413,31,2,7,6,2,7,0,2,0,4,0,0,9,3,0,0,3,2,2,0,0,5,4,9,0,6,3,7,2,1,4,0,4,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
168,35,4,8,4,5,6,2,2,0,5,0,4,5,4,0,0,3,3,0,0,4,5,0,5,4,6,2,8,1,0,4,5,7,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5379,39,2,9,5,2,9,0,0,0,4,2,4,4,2,0,0,6,0,2,1,2,4,0,6,3,7,0,7,2,3,2,1,3,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2652,9,3,3,6,3,8,0,1,1,8,2,6,2,2,0,0,6,1,2,1,6,2,0,9,0,4,2,5,4,1,3,3,6,4,2,0,6,0,0,0,0,3,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1891,8,4,2,5,3,7,1,2,0,7,3,4,2,2,1,0,4,3,1,2,3,3,1,1,8,7,2,5,4,1,4,2,6,7,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3822,36,3,8,5,3,6,1,2,2,4,2,2,6,2,1,1,2,3,2,2,1,4,2,6,3,6,3,7,2,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2565,38,3,9,6,2,7,1,1,0,5,1,6,3,0,0,0,1,4,5,1,0,8,0,5,4,8,1,4,5,0,5,1,4,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4062,33,3,8,6,1,6,0,3,2,4,1,2,7,1,0,2,2,1,5,1,2,5,1,1,8,7,2,7,2,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5756,6,5,2,4,4,4,2,4,0,8,4,5,0,4,0,0,0,1,4,4,4,1,0,0,9,5,4,7,2,4,2,3,5,8,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3666,13,4,3,4,3,7,0,2,1,6,5,4,1,6,0,0,3,0,1,5,2,2,0,4,5,7,2,5,4,2,6,0,4,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5493,6,3,2,4,3,6,1,2,2,4,3,4,3,3,1,0,4,1,2,3,2,2,1,3,6,6,2,6,3,2,4,2,5,8,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
248,33,2,8,7,2,7,2,0,0,4,0,3,6,2,0,0,2,5,2,2,1,5,2,0,9,4,2,6,3,2,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2672,29,3,7,6,2,7,0,2,2,5,1,4,5,1,1,2,3,2,1,2,2,5,0,4,5,6,2,8,1,3,1,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
362,41,3,10,9,0,9,0,0,0,5,2,3,4,0,2,0,3,2,2,2,2,4,0,3,6,6,0,5,4,0,9,0,5,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1667,33,4,8,6,3,9,0,0,0,6,0,0,9,0,0,3,0,6,0,0,0,6,0,9,0,7,0,9,0,3,2,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2354,35,2,8,2,7,6,0,3,5,2,3,4,2,7,0,0,0,2,0,4,0,1,0,0,9,9,0,2,7,2,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
356,8,4,2,5,5,9,0,0,0,9,0,5,5,0,0,0,9,0,0,0,4,5,0,0,9,6,0,2,7,0,0,0,3,7,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
902,39,3,9,6,2,5,1,3,0,4,0,5,4,0,0,0,0,5,4,0,0,9,0,0,9,6,3,7,2,3,3,1,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3694,9,4,3,4,4,7,1,2,0,6,4,3,3,0,0,0,9,0,0,3,0,0,0,0,9,6,1,5,4,0,2,2,8,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,33,3,8,6,3,7,0,2,1,6,1,2,7,1,0,1,3,3,4,1,2,6,1,1,8,8,1,8,1,0,7,0,4,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4173,33,4,8,6,3,9,0,0,0,6,0,0,9,0,0,3,0,6,0,0,0,6,0,9,0,7,0,9,0,3,2,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5756,6,5,2,4,4,4,2,4,0,8,4,5,0,4,0,0,0,1,4,4,4,1,0,0,9,5,4,7,2,4,2,3,5,8,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2014,9,3,3,4,5,7,1,1,0,5,0,6,3,1,1,0,4,2,3,0,0,3,3,0,9,6,2,8,1,0,0,3,5,4,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3597,8,3,2,4,3,7,1,2,1,6,2,4,3,3,1,0,4,2,1,2,2,3,0,2,7,7,1,5,4,1,5,1,5,7,2,0,6,0,0,0,0,0,0,0,4,0,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
3576,38,2,9,4,4,6,2,3,3,3,1,4,5,1,1,0,3,2,4,1,2,5,1,5,4,6,3,7,2,3,3,1,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,8,2,2,5,3,7,1,2,3,4,0,5,4,3,0,0,0,5,2,0,4,0,2,0,9,6,2,6,3,0,3,2,5,7,0,0,5,0,0,0,0,3,0,0,4,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
868,3,2,1,5,3,5,1,4,2,2,2,3,4,4,1,0,2,4,1,3,1,4,1,2,7,5,3,5,4,1,4,3,6,6,2,0,6,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3570,39,3,9,5,4,5,2,3,2,6,0,2,7,2,0,0,1,3,5,1,1,6,2,8,1,6,3,9,0,2,1,0,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3782,6,3,2,4,4,9,0,0,0,4,3,5,2,7,0,0,2,0,0,4,4,2,0,0,9,5,0,0,9,0,6,0,5,8,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2574,32,2,7,5,3,6,1,3,2,4,2,2,6,2,0,0,2,3,3,2,1,5,1,5,4,6,2,6,3,3,2,2,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1089,31,2,7,6,2,7,0,2,0,4,0,0,9,3,0,0,3,2,2,0,0,5,4,9,0,6,3,7,2,1,4,0,4,1,2,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1197,38,2,9,5,1,6,1,3,3,3,2,5,3,2,0,0,5,1,2,1,2,4,1,7,2,5,3,6,3,5,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2358,33,3,8,4,5,7,0,2,2,6,0,2,7,0,0,0,3,6,0,0,1,6,2,4,5,5,3,8,1,3,2,0,3,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,8,3,2,7,0,7,2,0,0,3,2,7,0,2,0,0,7,0,0,2,3,0,0,0,9,7,0,7,2,0,3,0,4,7,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3834,6,3,2,4,4,9,0,0,0,4,3,5,2,7,0,0,2,0,0,4,4,2,0,0,9,5,0,0,9,0,6,0,5,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2664,36,2,8,5,2,6,0,3,4,3,0,4,5,3,0,0,2,2,4,3,0,4,1,5,4,6,2,9,0,3,1,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1
4659,39,4,9,0,5,9,0,0,0,6,2,4,4,2,0,0,3,5,0,2,0,5,0,0,9,9,0,7,2,0,4,0,4,5,0,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
1225,9,3,3,3,4,7,1,2,2,5,1,7,1,4,0,0,5,1,1,2,3,1,0,6,3,7,2,4,5,3,3,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5819,33,3,8,6,3,5,1,4,3,4,0,1,8,1,0,0,2,3,5,1,1,4,4,7,2,4,5,8,1,5,1,1,3,3,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4443,8,3,2,6,2,9,0,0,0,6,5,3,2,4,0,0,5,0,0,3,2,2,0,0,9,7,0,2,7,0,0,4,7,7,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1001,26,1,6,4,4,3,0,6,6,1,1,1,7,0,0,2,2,4,2,0,1,5,0,8,1,3,6,9,0,2,2,1,4,1,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2974,31,2,7,4,5,6,1,3,3,3,0,3,6,0,0,0,4,2,4,0,2,5,2,9,0,6,3,7,2,5,1,0,2,1,2,0,6,0,0,0,0,6,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
5774,10,3,3,2,5,8,0,1,2,7,1,5,3,7,0,0,1,1,1,3,3,2,1,6,3,2,5,8,1,1,8,0,4,8,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5711,41,3,10,7,0,9,0,0,1,4,0,5,4,3,0,0,5,0,2,1,1,3,1,1,8,7,0,7,2,1,2,0,4,4,0,0,6,2,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1
261,10,3,3,4,4,9,0,0,0,4,3,5,2,7,0,0,2,0,0,4,4,2,0,0,9,5,0,0,9,0,6,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5031,30,3,7,7,2,9,0,0,0,5,0,5,4,2,0,1,2,6,0,2,2,6,0,3,6,7,0,9,0,4,3,0,3,2,2,0,6,0,0,0,0,4,2,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
1374,6,3,2,4,3,6,1,2,2,4,3,4,3,3,1,0,4,1,2,3,2,2,1,3,6,6,2,6,3,2,4,2,5,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4978,33,2,8,1,6,6,0,3,3,3,0,1,8,1,1,0,1,8,1,1,1,8,1,9,0,5,3,7,2,7,1,0,2,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3388,33,2,8,9,0,9,0,0,0,4,0,5,4,0,0,0,1,8,1,0,0,8,0,1,8,5,4,9,0,1,0,5,6,3,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2940,41,3,10,7,3,8,1,1,1,5,1,4,5,1,1,3,2,3,1,2,1,4,0,2,7,5,0,6,3,3,4,0,4,4,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5184,25,2,6,5,1,6,1,3,3,3,1,6,2,2,0,0,5,1,2,1,3,4,1,7,2,5,3,6,3,6,2,1,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3086,31,3,7,2,5,6,3,0,0,5,0,0,9,0,0,0,0,0,9,0,0,9,0,5,4,4,3,9,0,0,4,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2141,30,3,7,5,3,5,1,3,0,5,0,1,8,0,0,1,3,0,6,0,1,5,4,8,1,6,3,7,2,3,0,0,3,2,2,0,6,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1
2837,3,3,1,6,3,6,0,3,0,3,2,3,5,1,0,0,4,1,4,1,2,4,0,2,7,7,2,6,3,1,4,3,5,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3465,33,3,8,5,3,7,1,2,2,4,2,3,4,3,1,1,2,2,3,3,1,3,1,2,7,7,1,5,4,2,3,1,4,3,2,0,6,0,0,0,0,4,0,0,4,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1
3088,36,3,8,5,4,7,1,2,1,5,4,4,2,4,0,1,3,1,2,4,2,3,0,4,5,6,1,4,5,1,6,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3027,35,2,8,4,5,3,0,6,5,2,1,2,7,0,0,2,2,3,4,0,1,5,1,2,7,5,4,7,2,1,5,0,4,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3538,22,2,5,5,2,5,2,2,2,2,2,2,6,2,0,0,2,3,2,2,1,6,0,9,0,7,1,7,2,3,6,1,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,33,3,8,3,5,6,0,3,2,5,0,4,5,2,0,0,4,4,1,1,0,4,3,5,4,5,3,7,2,4,2,0,3,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4603,10,3,3,3,5,7,2,0,0,5,1,6,3,2,0,0,3,2,3,1,2,4,0,8,1,9,0,6,3,1,6,1,5,8,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5055,3,3,1,6,3,8,0,1,0,6,2,5,3,3,0,2,3,2,1,3,1,3,1,3,6,7,0,6,3,2,3,0,4,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3159,33,3,8,4,5,9,0,0,0,7,1,1,8,1,0,0,2,6,2,1,1,5,4,3,6,6,2,7,2,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5709,3,2,1,4,4,6,1,3,2,3,3,4,3,3,0,0,4,2,1,3,2,3,2,2,7,6,2,4,5,2,4,2,5,6,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,9,2,3,3,5,5,2,2,2,4,1,5,4,2,0,0,4,3,1,1,3,5,1,8,1,6,2,8,1,2,2,1,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,31,3,7,2,5,6,1,3,2,6,0,3,6,1,0,2,0,4,4,0,0,4,1,7,2,6,3,9,0,7,0,0,2,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5163,32,2,7,3,4,5,1,4,2,2,1,4,5,2,1,0,1,5,2,1,1,4,1,3,6,7,2,7,2,5,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1392,8,3,2,4,2,8,1,0,0,4,4,3,2,5,0,0,2,1,2,4,2,1,2,0,9,9,0,4,5,2,5,0,5,7,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
541,33,3,8,4,5,9,0,0,0,7,1,1,8,1,0,0,2,6,2,1,1,5,4,3,6,6,2,7,2,3,2,1,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,11,3,3,4,4,7,1,2,2,4,2,4,4,3,1,2,2,2,1,2,2,3,1,4,5,6,1,5,4,3,3,2,4,6,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4093,3,2,1,7,0,6,1,2,2,2,0,4,5,3,0,0,5,0,2,1,1,4,2,0,9,6,3,6,3,4,0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3107,33,3,8,6,2,6,0,3,2,5,1,2,6,1,0,1,4,2,4,1,2,5,2,2,7,7,2,7,2,0,5,0,4,3,2,0,6,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
5579,1,2,1,7,2,7,2,0,0,2,5,4,0,5,2,0,2,0,0,6,0,0,0,0,9,6,0,2,7,0,5,2,8,8,2,0,6,0,0,0,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4208,41,3,10,4,4,7,0,2,2,5,0,2,7,0,0,3,0,3,3,2,0,3,4,3,6,5,3,7,2,5,0,0,2,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2748,29,2,7,3,6,5,0,4,3,3,0,0,9,0,0,0,0,6,3,0,0,5,4,8,1,6,3,9,0,4,2,1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2405,13,3,3,0,5,5,4,0,0,3,6,2,2,6,0,0,2,2,1,6,2,2,0,0,9,7,0,2,7,0,3,4,6,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2981,33,2,8,5,2,9,0,0,0,3,7,0,2,3,5,0,0,0,2,6,0,2,0,0,9,9,0,2,7,0,5,2,6,3,2,0,6,0,0,0,3,0,0,0,4,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1
848,38,3,9,5,4,7,1,2,1,5,0,2,7,1,0,0,6,2,2,1,2,6,1,8,1,6,2,9,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1253,39,3,9,4,5,6,2,2,2,5,1,3,6,1,0,0,3,3,2,1,2,5,2,8,1,6,2,8,1,3,2,1,3,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2513,38,3,9,4,5,7,2,0,0,5,0,0,9,0,0,0,2,4,4,0,0,7,2,5,4,8,1,8,1,2,4,0,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4689,39,5,9,5,3,7,1,2,0,9,0,4,5,0,0,0,6,3,0,0,4,5,0,2,7,6,2,6,3,0,5,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
